customer_id,occupation,employment_type,education,completed_years_of_education,marital_status,relationship_in_household,race,country,total_quantity,total_spent,avg_quantity,avg_spent,var_quantity,var_spent,number_of_orders,age,type_of_client
1139012694,Sales,Private,Some-college,10,Never-married,Own-child,White,United-States,42,85.12,1.7500,3.546667,1.5208333333333333,35.256063888888896,24,22,NULL
1140041460,Craft-repair,Private,HS-grad,9,Married-civ-spouse,Husband,White,United-States,3566,6137.49,8.3709,14.407254,2242.730983711344,526.8603448042712,426,42,Wholesaler
1140844784,Other-service,Private,HS-grad,9,Divorced,Unmarried,White,United-States,1366,13318.63,6.1256,59.724798,488.9169699772767,158106.04254962294,223,59,NULL
1141178818,Craft-repair,Local-gov,10th,6,Married-civ-spouse,Husband,White,United-States,561,767.99,7.1923,9.846026,485.3860946745562,846.4955495890862,78,31,Personal
1141287147,Other-service,Private,9th,5,Divorced,Unmarried,White,United-States,143,590.89,14.3000,59.089000,823.01,14393.696909,10,47,NULL
1141879031,Prof-specialty,Private,Bachelors,13,Never-married,Own-child,White,United-States,180,384.13,5.0000,10.670278,14.66666666666667,80.51694714506174,36,90,Wholesaler
1144056991,Other-service,Private,Prof-school,15,Widowed,Not-in-family,White,United-States,88,302.32,2.5143,8.637714,10.649795918367342,178.15899477551022,35,30,Wholesaler
1145398169,Prof-specialty,Private,Prof-school,15,Divorced,Not-in-family,White,United-States,22,90.60,4.4000,18.120000,8.24,221.49460000000005,5,39,NULL
1145932919,Handlers-cleaners,Private,Some-college,10,Never-married,Not-in-family,White,United-States,144,205.93,2.8800,4.118600,2.3855999999999997,7.45278404,50,26,Wholesaler
1146419739,Other-service,Private,Some-college,10,Never-married,Own-child,White,United-States,38,164.89,2.3750,10.305625,3.984374999999999,168.484599609375,16,21,Wholesaler
1147769774,Farming-fishing,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,United-States,480,1659.76,3.9669,13.717025,6.2303121371491015,123.65600437128616,121,34,NULL
1148835759,Farming-fishing,Private,5th-6th,3,Married-spouse-absent,Not-in-family,White,Mexico,100,408.44,3.7037,15.127407,4.87517146776406,510.19067105624134,27,42,NULL
1148876933,Exec-managerial,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,United-States,107,709.24,2.8158,18.664211,3.202908587257618,362.19657174515237,38,27,Wholesaler
1148934267,Prof-specialty,Private,Doctorate,16,Married-civ-spouse,Husband,White,United-States,12,6.20,2.0000,1.033333,1.0000000000000002,0.07152222222222221,6,48,NULL
1149180170,Sales,Private,Some-college,10,Never-married,Own-child,White,United-States,485,1062.01,3.7308,8.169308,9.750591715976327,78.55017567455619,130,27,NULL
1150118594,Handlers-cleaners,Private,12th,8,Never-married,Own-child,White,United-States,59,164.56,2.8095,7.836190,7.201814058956916,108.80956643990933,21,17,NULL
1152620313,Exec-managerial,Private,Some-college,10,Married-civ-spouse,Husband,White,United-States,348,620.04,1.5197,2.707598,1.4723212753379993,7.490646196678168,229,41,Wholesaler
1153996861,Sales,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,United-States,103,309.79,3.1212,9.387576,9.500459136822773,240.11064260789718,33,49,Wholesaler
1155121197,Prof-specialty,Local-gov,Bachelors,13,Divorced,Not-in-family,White,United-States,46,106.10,4.6000,10.610000,5.04,28.023400000000002,10,47,Wholesaler
1155203439,Transport-moving,Private,11th,7,Divorced,Not-in-family,White,United-States,1243,2528.35,5.2447,10.668143,14.25234559988606,114.50652651106488,237,38,NULL
1155416567,Craft-repair,Private,HS-grad,9,Never-married,Not-in-family,White,United-States,350,703.61,3.7234,7.485213,9.093707559981887,90.69309729515616,94,41,NULL
1155479338,Sales,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Husband,White,United-States,324,625.70,4.8358,9.338806,297.4805079082201,214.7749448429494,67,37,NULL
1156870394,Prof-specialty,Local-gov,Masters,14,Divorced,Unmarried,White,United-States,33,109.75,4.1250,13.718750,14.109375,172.15683593750003,8,40,NULL
1157710423,Exec-managerial,Private,Some-college,10,Divorced,Unmarried,White,United-States,14,85.60,3.5000,21.400000,10.75,129.0075,4,32,NULL
1157886760,Exec-managerial,Private,Bachelors,13,Never-married,Not-in-family,White,United-States,457,1092.05,2.1971,5.250240,2.0813378328402363,22.856299461446017,208,34,Wholesaler
1159230104,Farming-fishing,Self-emp-not-inc,Assoc-voc,11,Never-married,Own-child,White,United-States,356,1767.41,3.1786,15.780446,7.1645408163265305,2202.1782614078443,112,37,NULL
1161674846,Machine-op-inspct,Private,Some-college,10,Never-married,Own-child,Black,United-States,463,1061.62,3.1497,7.221905,4.018418251654404,97.60221814058959,147,23,NULL
1162216912,Sales,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,United-States,288,356.93,3.1648,3.922308,108.00579640140089,15.655716652578194,91,38,NULL
1163742005,Exec-managerial,Private,HS-grad,9,Divorced,Not-in-family,White,United-States,99,218.49,1.8679,4.122453,2.4542541829832687,11.303184549661804,53,61,NULL
1165747024,Adm-clerical,Private,HS-grad,9,Never-married,Other-relative,White,United-States,547,1668.84,3.3975,10.365466,6.438254696963852,102.8429924848578,161,24,NULL
1166470281,Unknown,Unknown,HS-grad,9,Married-civ-spouse,Husband,Asian-Pac-Islander,China,596,1432.97,2.2156,5.327026,3.0018380066610457,25.834713088542184,269,62,NULL
1168631109,Machine-op-inspct,Private,11th,7,Married-civ-spouse,Husband,White,United-States,197,203.64,7.2963,7.542222,722.5788751714676,821.731861728395,27,30,NULL
1169402472,Craft-repair,State-gov,Bachelors,13,Married-civ-spouse,Husband,White,United-States,47,161.82,1.6207,5.580000,1.9595719381688466,61.040193103448274,29,64,NULL
1169516835,Other-service,State-gov,HS-grad,9,Never-married,Not-in-family,Black,United-States,1063,3937.74,2.3518,8.711814,33.360771203696466,777.5200706026314,452,30,Wholesaler
1169618492,Exec-managerial,Private,Masters,14,Married-civ-spouse,Husband,White,United-States,74,189.67,2.6429,6.773929,5.729591836734693,47.9146881377551,28,37,Wholesaler
1172384851,Prof-specialty,Local-gov,Masters,14,Married-civ-spouse,Husband,White,United-States,581,1765.82,3.2825,9.976384,16.575568961664906,236.0699089597496,177,55,Wholesaler
1172434556,Exec-managerial,Private,Bachelors,13,Married-civ-spouse,Husband,White,United-States,192,649.08,3.3684,11.387368,7.881809787626961,367.33948605724845,57,31,NULL
1173550640,Sales,Private,11th,7,Never-married,Own-child,White,United-States,24,110.38,1.2632,5.809474,0.19390581717451524,20.36125761772853,19,17,Personal
1174008061,Craft-repair,Private,11th,7,Married-civ-spouse,Husband,White,Mexico,251,607.09,3.2179,7.783205,6.119165023011178,74.0646474194609,78,31,Wholesaler
1174450223,Handlers-cleaners,Private,Bachelors,13,Married-civ-spouse,Husband,White,United-States,82,161.03,1.8636,3.659773,1.6177685950413225,11.366370402892562,44,53,NULL
1174671280,Unknown,Unknown,Some-college,10,Never-married,Own-child,White,United-States,208,356.65,2.3636,4.052841,5.3904958677685935,22.219572611053717,88,19,NULL
1175617406,Exec-managerial,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,United-States,423,1283.48,2.9789,9.038592,4.964342392382465,65.30203463598491,142,30,NULL
1176142605,Craft-repair,Private,HS-grad,9,Never-married,Not-in-family,White,Puerto-Rico,696,1892.11,2.5126,6.830722,4.1704179645244945,25.7495872043165,277,24,NULL
1176145302,Prof-specialty,Private,Doctorate,16,Divorced,Other-relative,White,United-States,156,650.13,2.3284,9.703433,9.653374916462464,82.43085537981739,67,51,NULL
1176656204,Exec-managerial,Private,Some-college,10,Married-civ-spouse,Husband,White,United-States,1317,4149.67,4.1677,13.131867,9.563641643967314,83.8410879696764,316,43,Wholesaler
1177204164,Adm-clerical,Private,Some-college,10,Never-married,Own-child,White,United-States,94,215.02,6.7143,15.358571,10.346938775510205,64.13081224489795,14,26,NULL
1179519244,Prof-specialty,Private,10th,6,Never-married,Unmarried,Black,United-States,470,406.93,3.3813,2.927554,146.3510170281041,37.662093297448365,139,21,NULL
1179731823,Prof-specialty,Local-gov,Some-college,10,Never-married,Other-relative,White,United-States,25,62.32,2.2727,5.665455,3.4710743801652892,38.16002479338843,11,28,NULL
1179935099,Prof-specialty,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Husband,White,United-States,141,437.45,3.7105,11.511842,11.416204986149584,280.2030202908587,38,43,Wholesaler
1181131290,Farming-fishing,Private,11th,7,Divorced,Not-in-family,White,United-States,71,132.04,2.4483,4.553103,3.5576694411414973,27.61969726516053,29,31,NULL
1182974963,Unknown,Unknown,Assoc-voc,11,Widowed,Unmarried,White,United-States,882,2057.32,3.6904,8.608033,4.88321282890706,43.18138483569964,239,71,NULL
1184087658,Prof-specialty,Private,Some-college,10,Never-married,Not-in-family,White,United-States,881,1613.06,3.9864,7.298914,9.986241067955207,55.05059339079875,221,22,NULL
1184472704,Prof-specialty,Private,HS-grad,9,Married-civ-spouse,Husband,White,United-States,48,117.72,4.3636,10.701818,11.322314049586778,111.01463305785124,11,32,Personal
1185786605,Exec-managerial,Self-emp-inc,Masters,14,Married-civ-spouse,Husband,White,United-States,12,35.40,6.0000,17.700000,0,0,2,52,NULL
1186905828,Machine-op-inspct,Private,1st-4th,2,Never-married,Not-in-family,White,Mexico,94,419.22,2.8485,12.703636,3.886134067952249,747.9294655647385,33,22,NULL
1188281045,Unknown,Unknown,HS-grad,9,Married-civ-spouse,Husband,White,United-States,1428,6728.98,4.6820,22.062230,84.72180596613812,1189.91297863585,305,52,Wholesaler
1188703542,Other-service,Private,Some-college,10,Never-married,Unmarried,White,United-States,325,740.68,5.1587,11.756825,13.530360292265051,108.44055817586293,63,23,NULL
1189251768,Unknown,Unknown,HS-grad,9,Married-civ-spouse,Husband,Black,United-States,2465,7943.42,4.1780,13.463424,14.90222637173227,175.65251844757256,590,44,Wholesaler
1189422732,Adm-clerical,Private,HS-grad,9,Married-spouse-absent,Not-in-family,White,United-States,584,1034.81,2.7810,4.927667,3.6186848072562348,21.054731222222216,210,80,NULL
1192203085,Sales,Private,Bachelors,13,Never-married,Own-child,White,United-States,12,32.50,1.7143,4.642857,3.061224489795918,27.55316326530613,7,30,NULL
1192521903,Sales,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Husband,White,United-States,240,335.10,5.2174,7.284783,13.909262759924383,31.625320604914947,46,31,NULL
1194229640,Other-service,Private,11th,7,Married-civ-spouse,Husband,White,United-States,221,160.80,12.2778,8.933333,1657.2006172839506,221.7549,18,50,Wholesaler
1197280873,Prof-specialty,Local-gov,Masters,14,Never-married,Not-in-family,White,United-States,60,138.61,2.4000,5.544400,3.200000000000001,33.31647264,25,32,NULL
1197812577,Sales,Private,Bachelors,13,Married-civ-spouse,Husband,White,United-States,520,791.44,3.6879,5.613050,74.68276243649711,62.83329211810274,141,30,Wholesaler
1198112766,Craft-repair,Private,HS-grad,9,Married-civ-spouse,Husband,White,United-States,50,135.66,1.7241,4.677931,1.4411414982164086,6.493037098692034,29,30,NULL
1198598058,Craft-repair,Local-gov,Bachelors,13,Married-civ-spouse,Husband,White,United-States,45,277.05,3.2143,19.789286,1.88265306122449,115.09756377551027,14,35,NULL
1200509537,Prof-specialty,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,United-States,257,464.07,2.5446,4.594752,2.030193118321733,10.646141770414667,101,29,NULL
1201214070,Handlers-cleaners,Private,HS-grad,9,Never-married,Unmarried,Black,United-States,627,1114.07,33.0000,58.635263,2072,6688.800656509695,19,38,Wholesaler
1201310233,Farming-fishing,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Husband,White,United-States,660,3059.17,2.0625,9.559906,3.6148437499999995,84.02186842871089,320,44,NULL
1201312123,Adm-clerical,Private,HS-grad,9,Never-married,Not-in-family,White,United-States,40,130.12,2.8571,9.294286,5.2653061224489806,72.80799591836735,14,22,NULL
1201582260,Exec-managerial,Private,HS-grad,9,Divorced,Unmarried,White,United-States,174,389.73,4.4615,9.993077,11.68441814595661,65.42125207100591,39,34,NULL
1202145336,Craft-repair,Private,HS-grad,9,Married-civ-spouse,Husband,White,United-States,5,33.60,1.0000,6.720000,0,113.21560000000002,5,35,NULL
1203495003,Priv-house-serv,Private,HS-grad,9,Divorced,Not-in-family,White,United-States,149,487.61,3.3111,10.835778,7.947654320987652,101.87115328395065,45,47,NULL
1204310842,Sales,Private,Some-college,10,Married-civ-spouse,Husband,White,United-States,376,1632.96,3.5810,15.552000,9.462494331065756,270.4122807619047,105,46,NULL
1204394443,Other-service,Private,HS-grad,9,Separated,Unmarried,White,Mexico,12,73.30,6.0000,36.650000,16,1166.2224999999999,2,41,NULL
1206656524,Handlers-cleaners,Private,5th-6th,3,Divorced,Unmarried,White,Mexico,114,259.06,2.2353,5.079608,6.768166089965397,103.12266651287966,51,33,Wholesaler
1208943199,Craft-repair,Private,HS-grad,9,Divorced,Not-in-family,White,Unknown,97,223.39,3.2333,7.446333,6.378888888888887,65.53979655555555,30,35,NULL
1209287737,Transport-moving,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,United-States,232,503.78,3.8033,8.258689,11.73179252889008,62.224004837409296,61,33,NULL
1209804791,Craft-repair,Self-emp-inc,HS-grad,9,Divorced,Unmarried,White,United-States,141,216.35,3.2791,5.031395,5.829096809085993,41.11547712276906,43,43,Wholesaler
1209892677,Sales,Private,Some-college,10,Never-married,Not-in-family,White,United-States,65,160.89,4.3333,10.726000,6.755555555555555,88.31073066666667,15,30,Wholesaler
1210916229,Prof-specialty,Private,11th,7,Never-married,Other-relative,White,United-States,567,1471.91,3.0000,7.787884,4.994708994708994,84.62244419809075,189,19,NULL
1212409113,Prof-specialty,Private,HS-grad,9,Divorced,Not-in-family,White,United-States,160,845.47,2.5000,13.210469,2.28125,112.46481384277345,64,52,NULL
1212769128,Exec-managerial,Local-gov,Bachelors,13,Married-civ-spouse,Husband,White,United-States,24,86.60,4.0000,14.433333,5,17.508055555555554,6,42,NULL
1213199806,Craft-repair,Private,Some-college,10,Married-civ-spouse,Husband,White,Columbia,152,760.83,3.2340,16.187872,5.7111815301041196,186.19135291987328,47,26,NULL
1213987629,Sales,Private,Some-college,10,Married-civ-spouse,Husband,White,United-States,89,111.01,4.6842,5.842632,9.795013850415515,28.760177285318562,19,58,NULL
1214540159,Adm-clerical,Local-gov,Some-college,10,Never-married,Unmarried,White,United-States,1092,1712.82,8.3359,13.074962,209.90245323699082,480.7365196550317,131,34,NULL
1217597489,Craft-repair,Private,Some-college,10,Divorced,Unmarried,White,United-States,67,173.42,3.3500,8.671000,9.427500000000004,255.895239,20,42,NULL
1217902542,Unknown,Unknown,Some-college,10,Married-civ-spouse,Husband,White,United-States,660,944.30,3.6464,5.217127,6.67055340191081,16715.644517713128,181,62,NULL
1219486208,Exec-managerial,Self-emp-inc,Some-college,10,Separated,Unmarried,White,United-States,36,90.08,2.5714,6.434286,3.6734693877551017,74.34088163265308,14,50,NULL
1219533490,Prof-specialty,Local-gov,Bachelors,13,Married-civ-spouse,Husband,White,United-States,388,1102.77,4.0417,11.487188,10.289930555555555,115.4315410481771,96,38,NULL
1219833734,Sales,Private,Some-college,10,Married-civ-spouse,Husband,White,United-States,124,186.41,3.3514,5.038108,11.525200876552224,44.32550182615048,37,50,Wholesaler
1220611744,Protective-serv,Local-gov,HS-grad,9,Married-civ-spouse,Husband,Black,United-States,201,508.78,2.3647,5.985647,12.490519031141867,83.09049516955014,85,35,Wholesaler
1222030732,Exec-managerial,Private,Some-college,10,Never-married,Not-in-family,White,United-States,67,306.53,4.1875,19.158125,5.02734375,77.546802734375,16,25,NULL
1222485320,Transport-moving,Private,HS-grad,9,Married-civ-spouse,Husband,White,United-States,137,255.66,1.9571,3.652286,2.5838775510204077,11.162617632653062,70,44,NULL
1222553081,Exec-managerial,Private,Bachelors,13,Married-civ-spouse,Husband,White,United-States,224,175.82,56.0000,43.955000,8537.5,4158.929325000001,4,51,NULL
1222850582,Exec-managerial,Private,Assoc-acdm,12,Divorced,Not-in-family,White,United-States,74,263.05,2.8462,10.117308,50.360946745562124,219.48792736686391,26,68,NULL
1223202232,Unknown,Unknown,Some-college,10,Never-married,Unmarried,Other,United-States,102,275.60,3.9231,10.600000,14.147928994082836,113.90057692307687,26,21,NULL
1223379364,Craft-repair,Private,HS-grad,9,Divorced,Not-in-family,White,United-States,211,685.15,3.4032,11.050806,4.659989594172736,121.06761709157128,62,28,Wholesaler
1224569342,Sales,Self-emp-not-inc,Bachelors,13,Never-married,Own-child,Asian-Pac-Islander,Iran,592,1499.42,5.1478,13.038435,10.508582230623816,140.60711059357277,115,39,NULL
1227318322,Exec-managerial,State-gov,HS-grad,9,Divorced,Unmarried,White,United-States,2,15.80,0.5000,3.950000,2.25,100.54374999999999,4,44,Wholesaler
1229747883,Craft-repair,Self-emp-not-inc,10th,6,Married-civ-spouse,Husband,White,United-States,5,37.05,1.6667,12.350000,0.2222222222222222,64.27166666666666,3,65,Personal
1229953527,Exec-managerial,Local-gov,Bachelors,13,Married-civ-spouse,Husband,White,United-States,99,249.76,6.6000,16.650667,20.106666666666666,167.4314728888889,15,57,NULL
1231390281,Exec-managerial,Federal-gov,Some-college,10,Divorced,Unmarried,White,United-States,212,106.74,13.2500,6.671250,1860.8125,236.53834843749996,16,44,NULL
1232211924,Exec-managerial,Federal-gov,Bachelors,13,Married-civ-spouse,Husband,White,United-States,77,291.70,2.9615,11.219231,10.883136094674557,93.34405325443785,26,51,NULL
1232648384,Adm-clerical,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,United-States,335,764.25,2.2039,5.027961,3.6360370498614953,20.19095439317868,152,42,NULL
1233023335,Craft-repair,Self-emp-inc,HS-grad,9,Married-civ-spouse,Husband,White,United-States,8,40.28,1.6000,8.056000,1.44,168.804144,5,64,Personal
1234256702,Farming-fishing,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,United-States,292,1069.84,3.4353,12.586353,7.37522491349481,139.4277031695501,85,57,NULL
1234299395,Farming-fishing,Private,1st-4th,2,Married-spouse-absent,Other-relative,White,Mexico,9,284.55,4.5000,142.275000,12.25,18858.155625000003,2,37,NULL
1234840877,Exec-managerial,Private,Some-college,10,Married-civ-spouse,Husband,White,United-States,32,115.46,2.1333,7.697333,1.4488888888888887,22.69343288888889,15,38,NULL
1234936631,Sales,Private,Bachelors,13,Divorced,Not-in-family,White,United-States,20190,15071.55,237.5294,177.312353,68284.64913494808,39770.757817993086,85,52,NULL
1235144360,Craft-repair,Private,Some-college,10,Never-married,Not-in-family,White,United-States,392,554.02,11.5294,16.294706,2326.3079584775082,531.3086660899653,34,30,Wholesaler
1235847388,Other-service,Private,10th,6,Never-married,Own-child,White,United-States,84,182.52,3.5000,7.605000,6.333333333333333,44.220099999999995,24,18,NULL
1238115521,Other-service,Private,HS-grad,9,Divorced,Not-in-family,Black,United-States,116,299.13,2.8293,7.295854,2.824509220701964,24.016477929803685,41,35,NULL
1238197656,Adm-clerical,Private,HS-grad,9,Divorced,Own-child,White,United-States,353,705.12,2.7795,5.552126,5.211234422468844,20.10800571641143,127,36,Wholesaler
1240633469,Other-service,Private,9th,5,Never-married,Own-child,White,United-States,72,140.40,6.0000,11.700000,8.833333333333334,33.58875000000001,12,17,NULL
1240821808,Craft-repair,Private,10th,6,Never-married,Not-in-family,White,United-States,81,253.53,1.8409,5.762045,13.497417355371903,143.02572990702478,44,30,NULL
1240840725,Sales,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,United-States,568,892.32,1.9386,3.045461,2.583256648301086,9.685348337196709,293,44,NULL
1242066667,Sales,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,United-States,530,2119.92,3.0114,12.045000,4.511234504132229,529.5300363636366,176,66,Wholesaler
1243472621,Unknown,Unknown,Bachelors,13,Divorced,Unmarried,White,United-States,197,756.10,3.2295,12.395082,5.324375167965602,214.06801515721583,61,32,NULL
1243740592,Prof-specialty,Private,Bachelors,13,Married-civ-spouse,Wife,White,United-States,108,261.87,2.1176,5.134706,3.476355247981546,44.633028835063435,51,30,NULL
1245021328,Adm-clerical,Private,Some-college,10,Never-married,Not-in-family,White,United-States,21,118.98,2.3333,13.220000,2.6666666666666665,224.0772,9,32,NULL
1245080862,Prof-specialty,Private,HS-grad,9,Married-civ-spouse,Wife,White,United-States,752,1165.67,3.7980,5.887222,145.01979389858167,96.98962814253647,198,50,Wholesaler
1246014113,Farming-fishing,Private,Some-college,10,Never-married,Own-child,White,United-States,88,357.04,3.8261,15.523478,3.0132325141776937,101.5990400756144,23,25,Wholesaler
1248563636,Prof-specialty,Federal-gov,Bachelors,13,Married-civ-spouse,Husband,Asian-Pac-Islander,United-States,588,275.96,26.7273,12.543636,2968.4710743801656,515.5974685950413,22,32,NULL
1249418047,Other-service,Private,12th,8,Never-married,Own-child,White,El-Salvador,153,369.83,3.2553,7.868723,17.551833408782255,370.0688877320054,47,19,NULL
1251056579,Prof-specialty,State-gov,Masters,14,Never-married,Not-in-family,Black,United-States,391,739.32,6.0154,11.374154,592.8459171597633,357.4385996686393,65,24,NULL
1252872113,Tech-support,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,United-States,35,110.55,5.0000,15.792857,1.4285714285714286,3.3217346938775494,7,34,NULL
1254261401,Unknown,Unknown,HS-grad,9,Never-married,Not-in-family,White,United-States,43,159.22,3.3077,12.247692,12.213017751479292,65.62338698224853,13,21,Personal
1255427530,Adm-clerical,Local-gov,HS-grad,9,Separated,Not-in-family,White,United-States,284,561.67,20.2857,40.119286,2949.204081632653,9971.032835204081,14,28,NULL
1256068897,Craft-repair,Private,HS-grad,9,Never-married,Own-child,White,United-States,12,13.77,3.0000,3.442500,6,16.30516875,4,19,NULL
1257017580,Other-service,Private,Bachelors,13,Never-married,Not-in-family,White,United-States,218,991.76,2.9067,13.223467,4.644622222222223,97.47869998222222,75,25,NULL
1258312561,Tech-support,Private,Some-college,10,Never-married,Own-child,White,United-States,104,214.89,2.6000,5.372250,3.7400000000000007,67.6918624375,40,21,NULL
1258841714,Exec-managerial,Private,Some-college,10,Divorced,Unmarried,White,United-States,347,1062.20,3.9432,12.070455,9.57631714876033,122.75505888429744,88,47,NULL
1259460654,Exec-managerial,State-gov,Bachelors,13,Married-civ-spouse,Husband,White,United-States,203,564.00,2.3605,6.558140,4.974716062736612,52.8620732828556,86,68,NULL
1260115443,Machine-op-inspct,Private,HS-grad,9,Married-civ-spouse,Husband,White,United-States,-9,-15.99,-4.5000,-7.995000,6.25,14.707225,2,25,NULL
1261164544,Other-service,Private,HS-grad,9,Divorced,Not-in-family,Black,United-States,53,303.73,0.7681,4.401884,52.46796891409366,50.15609065322412,69,48,NULL
1261482002,Adm-clerical,Self-emp-inc,Bachelors,13,Married-civ-spouse,Wife,Asian-Pac-Islander,South,70,347.15,2.3333,11.571667,4.222222222222222,150.6226138888889,30,53,NULL
1261582349,Prof-specialty,State-gov,Some-college,10,Never-married,Own-child,White,United-States,258,808.22,3.6857,11.546000,12.672653061224485,174.28346399999995,70,20,NULL
1261683157,Transport-moving,Private,HS-grad,9,Married-civ-spouse,Husband,White,United-States,157,240.47,3.8293,5.865122,6.483045806067817,39.41823961927424,41,39,Wholesaler
1262182317,Unknown,Unknown,Assoc-voc,11,Married-spouse-absent,Not-in-family,White,United-States,14,18.92,0.6667,0.900952,6.7936507936507935,27.862522902494327,21,77,Personal
1263144418,Handlers-cleaners,Private,9th,5,Never-married,Other-relative,White,Mexico,55,87.61,5.5000,8.761000,15.05,56.60940899999999,10,21,NULL
1264834432,Other-service,Private,11th,7,Married-civ-spouse,Husband,White,United-States,31,132.42,2.2143,9.458571,2.1683673469387754,76.77266938775509,14,61,NULL
1265645343,Unknown,Unknown,11th,7,Never-married,Own-child,Black,United-States,108,286.47,3.4839,9.240968,4.50780437044745,68.7433958376691,31,20,NULL
1266745584,Other-service,Private,HS-grad,9,Never-married,Own-child,Black,United-States,446,1507.99,3.1857,10.771357,8.379795918367348,239.8413574438776,140,21,NULL
1266821804,Transport-moving,Local-gov,Some-college,10,Widowed,Not-in-family,Black,United-States,127,265.15,1.6494,3.443506,2.2276943835385397,10.425783808399393,77,38,NULL
1267483317,Craft-repair,Private,HS-grad,9,Married-civ-spouse,Husband,White,United-States,-19,-14.82,-0.5429,-0.423429,31.33387755102042,170.6387596734694,35,32,Wholesaler
1267578714,Sales,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,United-States,46,179.43,3.2857,12.816429,26.346938775510203,68.5966943877551,14,58,NULL
1268652284,Adm-clerical,Private,Some-college,10,Married-civ-spouse,Husband,White,United-States,151,389.42,2.3231,5.991077,3.480236686390532,54.334175763313624,65,43,Personal
1270183155,Other-service,Private,HS-grad,9,Divorced,Not-in-family,White,United-States,200,356.61,3.0303,5.403182,6.362718089990819,110.53661866391187,66,57,NULL
1274246712,Sales,Private,Bachelors,13,Married-civ-spouse,Husband,White,United-States,4000,1280.00,2000.0000,640.000000,0,0,2,59,NULL
1274567584,Prof-specialty,Local-gov,Masters,14,Never-married,Not-in-family,White,United-States,243,595.05,2.7303,6.685955,5.7924504481757335,148.77767352606992,89,46,Wholesaler
1275679905,Sales,Private,Some-college,10,Never-married,Not-in-family,White,United-States,317,543.74,2.2806,3.911799,3.84214067594845,12.048407556544694,139,21,Wholesaler
1275690946,Adm-clerical,Private,HS-grad,9,Divorced,Unmarried,Black,United-States,-42,30.10,-1.3125,0.940625,57.21484375,933.6919433593748,32,43,NULL
1275793935,Other-service,Private,9th,5,Never-married,Other-relative,White,United-States,242,232.67,6.3684,6.122895,519.0747922437672,170.56702056786702,38,29,NULL
1276579778,Machine-op-inspct,Private,Some-college,10,Married-civ-spouse,Husband,White,United-States,108,426.62,3.0857,12.189143,4.878367346938776,231.44347640816326,35,56,Wholesaler
1278108648,Adm-clerical,Local-gov,Bachelors,13,Never-married,Not-in-family,White,United-States,415,1478.02,2.7852,9.919597,4.4639430656276735,106.17197970361691,149,24,NULL
1279328999,Handlers-cleaners,Private,11th,7,Never-married,Own-child,White,United-States,210,769.77,2.4419,8.950814,3.130340724716063,203.43675398864232,86,19,NULL
1279516036,Exec-managerial,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,United-States,142,319.11,6.1739,13.874348,9.013232514177691,27.92723327032136,23,29,NULL
1281472264,Adm-clerical,Private,Some-college,10,Divorced,Unmarried,White,United-States,15,26.63,2.5000,4.438333,11.25,45.48934722222222,6,43,NULL
1282827747,Craft-repair,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,United-States,339,731.50,4.3462,9.378205,13.764792899408285,116.64281472715324,78,58,Wholesaler
1283616673,Craft-repair,Self-emp-inc,HS-grad,9,Married-civ-spouse,Husband,White,United-States,390,1811.77,3.0233,14.044729,7.495583198125115,1041.1199815155342,129,37,NULL
1285477493,Sales,Private,Bachelors,13,Married-civ-spouse,Husband,White,United-States,780,2045.56,30.0000,78.675385,3147.6153846153848,26259.486447928997,26,36,NULL
1289841729,Other-service,Private,5th-6th,3,Married-spouse-absent,Unmarried,Asian-Pac-Islander,Philippines,495,1163.77,5.0000,11.755253,11.919191919191922,72.23860069380675,99,39,NULL
1290434005,Unknown,Unknown,HS-grad,9,Never-married,Own-child,White,United-States,30,29.88,1.6667,1.660000,1,0.817111111111111,18,19,NULL
1292952017,Prof-specialty,Private,HS-grad,9,Never-married,Own-child,White,United-States,74,201.67,3.2174,8.768261,7.648393194706996,9002.947866540642,23,31,NULL
1293396628,Sales,Private,HS-grad,9,Married-civ-spouse,Husband,White,United-States,54,160.80,2.7000,8.040000,4.209999999999999,20.260510000000004,20,23,NULL
